wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.32444620000000057 45.43612629999999797),Ponte Vinante,FALSE,287,Dorsoduro,Santa Croce,2.9,41,33,0,VINANT,19224a50-6cdf-ca87-334c-9ec3e337dd21,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4361263,12.3244462,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.02,1.02,10,VINANT,Rio de S. Pantalon,12.35,0.96,18,2,4,4,Legno,4,FALSE,,05-Mar-00,,Ottime,64.47,Legno e Pietra d'Istria,3.1,3.48,3.48,3.48,FALSE,2.04,2,2.02,14,,10.45,9.75,337,FALSE,FALSE,45.4361263,5.3,12.3244462,4,Legno,FALSE,2,0.94,0,2.9,DD,,1,19,2,19,0,4,0,4,0,,,,0,0,0,Ottime,,Ottime,Pessime,Ottime,Legno,4,6.18,,0,1.98,1.96,1.96,2,1.96,1.02,1.02,1.02,1.02,1.02,PANT,SC,12.35,42,"Trachite, Pietra d'Istria e Legno",1.22,,67.5,15.16,FALSE,0.94,0.98,0.94,0.94,0.52,10:25,38,61.44,46.28,31,Vuoto Geometrico,0,10,2.86,10,0,0
Point (12.32592919999999914 45.43476600000000332),Ponte Foscari,FALSE,354,Dorsoduro,Dorsoduro,3.4,41,47,0,FOSCARI,ac12967e-f547-7c1b-1c8e-d97fc66740d8,,"Mon, 16 Dec 2013 19:38:39 GMT",45.434766,12.3259292,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Policentrico,3,3.83,1.04,34,FOSCARI,Rio de Ca' Foscari,15.68,0.53,2,3,2,1,Pietra d'Istria,2,FALSE,,05-Mar-00,3 scudi armilla Ovest e Leone alato armilla est,Cattive,93.35,Pietra d'Istria,4.4,4.93,4.93,4.93,FALSE,3.83,3.83,3.83,10,,8.9,8.95,424,FALSE,FALSE,45.434766,7,12.3259292,8,Asfalto,FALSE,3.83,0.53,0,3.72,DD,,1,20,2,20,0,3,3,1,1,,,,0,0.8,0.8,Buone,Buone,Cattive,Cattive,Buone,Pietra d'Istria,3,3.68,,0,1.57,1.57,1.62,1.57,1.62,1.04,1.04,1.04,1.04,1.04,CAFO2,DD,14.08,40,Asfalto,1.36,,107.1,25.2,FALSE,0.53,0.53,0.58,0.58,0.47,9:18,40,79.6,54.4,8,Vuoto Decorato,0,34,3.6,34,0,0
Point (12.32417850000000037 45.43540550000000167),Ponte S. Margherita,FALSE,355,Dorsoduro,Dorsoduro,3.72,41,47,0,MARGAR,3ba409b6-bbae-64bc-37e6-73a146963913,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4354055,12.3241785,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,3.82,0.87,5,MARGAR,Rio de Ca' Foscari,16.66,0.6,2,2,19,2,Mattoni e Pietra d'Istria,14,FALSE,,05-Mar-00,3 soaze + 6 mascheroni a Est e Ovest,Medie,103.87,Pietra d'Istria,4.45,4.84,4.84,4.84,FALSE,3.77,3.82,3.88,10,". The church of S. Margarita was erected by Geniano Busignaco, or Busignaso, Venetian, under the Doge Pietro Tradonico, elected in 836, and was consecrated in 853. Some Bisina fabbricossi near the year 1330 akin to live in cramped cubicle hermit, solitary life, whilst reserving the freedom to move into the night before the Ascension of the Basilica of San Marco to buy the indulgences granted therein on that day. For a small step that could pinzochera go up to the top of the dome of the church of S. Margarita and watch the Uffizi divine. The Sabellico recalls that 'his time this dome was gilded, and supported by four large marble columns Eastern Europe. The church of S. Margarita needed to be renewed at the beginning of the seventeenth century, and in 1647 videsi accomplished. It lasted until 1810 when the parish was closed, which is to profane uses. In 1882 he became Protestant temple. In ""Field of S. Margarita "", and precisely where, before the burial of the stream of 'Ca' Canal ', strewn the so-called"" Foundation Scoazzera ""existed, as tombstone, a hospice, or hospice for poor founded by Maddalena Scrovegni rich and erudite Padua matron. She was the daughter of Ugolino Scrovegni, born in Padua from Enrico, who founded the church of S. Maria Arena, which then arose from the Rinaldo, located in Dante's Inferno among moneylenders. Maddalena Scrovegni avevasi joined in marriage to Francis Regini, and not with Francesco Manfredi, as conghiettur� the lawyer Antonio Piazza in a letter written to the Stork, and quoted by the latter in the second volume of ""Inscriptions."" It then he did not die in 1439 but rather in 1428, the year it was published about her testament, made in the S. Margherita, where he lived, May 21, 1421.",10.15,8.75,423,FALSE,FALSE,45.4354055,8.8,12.3241785,8,Asfalto,FALSE,3.77,0.6,0,4.35,DD,,1,21,2,21,0,2,3,1,1,,,,0,2.05,0,Medie,Buone,Cattive,Cattive,Medie,Metallo e Pietra d'Istria,2,3.88,,0,1.47,1.58,1.58,1.53,1.61,0.87,0.87,0.87,0.87,0.87,CAFO2,DD,14.61,40,Asfalto e Cemento,1.49,,112.5,32.74,FALSE,0.71,0.66,0.71,0.74,0.51,9:45,42,95.23,62.5,27,Vuoto Geometrico,0,5,3.72,5,0,0
Point (12.31820160000000008 45.43514989999999898),Ponte de Ca' Rizzi,FALSE,281,Santa Croce,Santa Croce,1.7,42,39,0,RIZZI,e4be69c9-0fa6-ce04-3a5b-87428f88a2bd,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4351499,12.3182016,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Piano,2,1.89,0.83,4,RIZZI,Rio de la Cazziola e de Ca' Rizzi,6.04,0.3,2,2,6,2,Metallo e Pietra d'Istria,19,FALSE,,06-Mar-00,,Medie,17.01,Pietra d'Istria,1.86,2.56,2.56,2.56,FALSE,1.89,1.89,1.89,17,,1.76,1.55,371,FALSE,FALSE,45.4351499,6.7,12.3182016,8,Asfalto,FALSE,1.89,0.29,0,1.78,SC,Tubatura ASPIV sul lato Est.,1,5,2,5,0,2,0,1,1,,,,0,0,0,Medie,,Cattive,Cattive,Buone,Metallo,3,3.2,,0,1.13,1.13,1.13,1.13,1.12,0.83,0.83,0.83,0.83,0.83,CAZZ,SC,6.04,29,Asfalto,0.49,,17.7,11.39,FALSE,0.3,0.3,0.3,0.29,0.46,10:00,10,16.32,4.93,8,Vuoto Geometrico,0,4,1.7,4,0,0
Point (12.3203510000000005 45.43549869999999657),Ponte da Ca 'Rizzi,FALSE,369,Santa Croce,Dorsoduro,3.25,42,44,0,RIZZI2,c1c6d579-b259-281d-cf20-9aa550fca878,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4354987,12.320351,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.35,0.88,3,RIZZI2,Rio de S. Maria Maggior,8.47,0.4,2,2,19,4,Pietra d'Istria,2,FALSE,,04-Mar-00,,Ottime,44.35,Pietra d'Istria,4.05,4,3.94,3.94,FALSE,2.3,2.3,2.45,13,,5.2,5.8,366,FALSE,FALSE,45.4354987,3,12.320351,3,Trachite,FALSE,2.3,0.4,0,3.99,SC,,1,9,2,8,0,4,0,4,4,,,,0,0.2,0.25,Ottime,,Ottime,Ottime,Medie,Metallo e Pietra d'Istria,2,3.49,,0,1.27,1.36,1.51,1.36,1.51,0.87,0.87,0.87,0.87,0.9,TREP2,DD,8.02,50,Trachite,1.63,,51.3,9.78,FALSE,0.49,0.49,0.64,0.61,-0.28,15:45,17,37.41,27.63,3,Vuoto Geometrico,0,3,3.26,3,0,0
Point (12.32024919999999923 45.43618779999999902),Ponte del Pagan,FALSE,370,Dorsoduro,Santa Croce,2.5,43,39,0,PAGAN,28d47981-0d82-bf61-b8fc-7b5183abbda7,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4361878,12.3202492,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Sesto Ribassato,6,2.95,0.85,30,PAGAN,Rio Novo,10.72,0.46,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,04-Mar-00,2 bugne,Medie,40.19,Pietra d'Istria,3.1,4.86,4.58,4.6,FALSE,2.88,2.89,3.07,13,,6.05,6.7,324,FALSE,FALSE,45.4361878,2.65,12.3202492,8,Asfalto,FALSE,2.88,0.46,0,3.09,DD,,1,13,2,14,0,2,2,1,0,,,,0,0.6,1.9,Medie,Medie,Cattive,Pessime,Buone,Mattoni e Pietra d'Istria,3,2.85,,0,1.54,1.45,1.46,1.46,1.5,1.08,0.78,0.8,0.8,0.8,NOVO4,SC,8.22,42,Asfalto,1.05,,45.4,6.63,FALSE,0.67,0.66,0.66,0.7,-0.25,15:15,27,34.98,28.35,8,Piena,0,30,2.5,30,0,0
Point (12.32285259999999916 45.43447290000000294),Ponte su Cavana dell'ENEL,FALSE,384,Dorsoduro,Dorsoduro,1.7,43,43,1,CAVENEL,08f2e7bf-f907-e54c-8168-23708403b194,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4344729,12.3228526,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.44,0.98,28,CAVENEL,Rio de S. Margherita,9.83,0.49,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,04-Mar-00,,Medie,22.52,Pietra d'Istria,2.26,4.03,4,4.03,FALSE,2.39,2.42,2.51,13.5,,4.1,4.52,388,FALSE,FALSE,45.4344729,3.2,12.3228526,8,Asfalto,FALSE,2.39,0.49,0,1.7,DD,,1,10,2,11,0,3,0,1,1,,,,0,0.6,0,Buone,,Cattive,Cattive,Buone,Mattoni e Pietra d'Istria,3,3.86,,0,1.43,1.52,1.6,1.52,1.68,0.94,0.97,1,0.98,1,MARG,DD,9.23,35,Asfalto,0.6,,27.1,5.44,FALSE,0.55,0.54,0.6,0.68,-0.09,14:00,21,17.94,12.5,8,Piena,0,28,1.7,28,0,0
Point (12.32047179999999997 45.43543300000000329),Ponte Privato Unit� Sanitaria Locale,TRUE,371,Dorsoduro,Dorsoduro,2.78,43,44,0,TREP3_P1,3764d8bc-15c6-a229-569c-7392b5669407,,"Mon, 16 Dec 2013 19:38:39 GMT",45.435433,12.3204718,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Trapezoidale,8,3.27,0.93,13,TREP3_P1,Rio dei Tre Ponti,11.43,0.34,13,2,4,0,Legno,4,FALSE,,04-Mar-00,,,35.15,Vuoto,3.05,4.8,4.8,4.8,FALSE,3.27,3.27,3.28,17,,4.85,5.05,410,FALSE,FALSE,45.435433,3.85,12.3204718,4,Legno,FALSE,3.27,0.34,0,2.79,DD,Primo gradino Sud in Pietra d'Istria.,1,11,2,11,0,3,0,2,2,,,,1,0,0,Buone,,Medie,Medie,Buone,Legno,3,3.5,,0,1.24,1.25,1.36,1.25,1.36,0.9,0.9,0.98,0.9,0.98,TREP3,DD,11.43,35,Legno,0.97,,38.2,10.7,FALSE,0.35,0.35,0.38,0.38,-0.28,15:55,22,32.11,21.41,4,Vuoto Geometrico,0,13,2.78,13,0,0
Point (12.32097000000000087 45.4337428999999986),Ponte Briati,FALSE,379,Dorsoduro,Dorsoduro,3.36,43,45,0,BRIATI,7e0876b0-d5b1-3a9f-6724-ab758a30622c,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4337429,12.32097,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,3.07,0.88,27,BRIATI,Rio Briati,15.63,0.61,2,1,14,4,Mattoni e Pietra d'Istria,14,FALSE,,04-Mar-00,3 scudi ad Ovest,Ottime,63.48,Pietra d'Istria,4,4.56,4.56,4.56,FALSE,3.07,3.04,3.1,13,"Carmini. Here at there once stood, as noted by the stork, the crystal factory Briati. Joseph Briati drew back for three years in Bohemia, and learned the art of reducing the crystal glass, the introduced among us in 1730. He built a beautiful first a small furnace in Murano, but envied by Murano, which assailed him at night with firearms, obtained in 1739 to transport to Venice in the room mentioned. ""He,"" says the cons. Giovanni Rossi in a glimpse of his unpublished work on the costumes, and the Laws of the Venetians, reported by Stork, ""showed him to cultivate a distinct talent. It contained not the subject of which he undertook would move and not imitation, and flowers and fruits, and bridges, and gardens, and animals and figures, reduced everything to perfection. Then for all the tables all the lords pompeggiarono the vague adornments, called dezert, and these, often of pasta, sugar and porcelain became almost all glass, and glass Briati, abbellendosene the same lunches public of the Doge. "" Even Nicander Jasseo, after talking to a gentleman's house of Zenobius, owner of the building located on the opposite Foundation, appoints the factory Briati with the two verses:
Hunc against insudat sufflando factory vitro
Unique in urbe, tuis sed quae omnia Dabit votis.

It is not true then, as said the Bussolin in his small 'Guide to Factories Murano glassworks, ""that the factory went Briati closed around 1790. It continued to exist to Carmini, under the same company, even in the beginning of the current century.
The ""Bridge Briati"" is also called ""the Martini"" from a family so cognominata, which formerly lived at the same. A daughter of ""Piero Martini by Carmini 'married in 1434 the number U. Happy Bon. Then on the occasion of Redecima of 1566, ""the Alberto Martini fo de m. Alvise 'notified' a home from statio what I Live in Contra de S. Rafael, near the bridge to go alli Carmini. "" And the ""Chronicle of the original families of the city"" (Class VII, Code 27 of Marciana) talking about the Martini, so he says, ""is found in this Bernardin what has to Carmini home and lives of entrada."" This family came among us in the fourteenth century with merchants and silk weavers Lucchesi. He produced some of the Knights of Malta, including quell'Andrea that, as he said the inscription had been affected in 1580 by the heirs above his tomb in the church of S. Cross the Giudecca, it was clear to many honors, he became worthy of religion, and occupossi throughout his life with the highest praise in the affairs of princes.",6.75,8.4,417,FALSE,FALSE,45.4337429,3.98,12.32097,3,Trachite,FALSE,3.04,0.61,0,3.46,DD,Danni sulle spallette per mancanza di alcuni mattoni e degrado sulle giunture.,1,13,2,14,0,3,2,4,4,,,,0,0.15,2.1,Buone,Medie,Ottime,Ottime,Medie,Mattoni e Pietra d'Istria,2,4.4,,0,1.45,1.48,1.63,1.51,1.72,0.84,0.85,0.96,0.85,0.89,BRIA,DD,13.38,45,Trachite,1.51,,72.4,13.73,FALSE,0.63,0.66,0.67,0.83,-0.01,13:30,27,54.56,40.82,3,Piena,0,27,3.45,27,0,0
Point (12.32170759999999987 45.43387140000000102),Ponte Foscarini,FALSE,383,Dorsoduro,Dorsoduro,4.4,43,47,0,FOSCRNI,56e26070-5528-72c3-6ecd-a4d597dae947,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4338714,12.3217076,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.06,0.7,27,FOSCRNI,Rio de S. Margherita,13.67,0.55,2,1,14,4,Mattoni e Pietra d'Istria,14,FALSE,,04-Mar-00,3 scudi a ovest,Ottime,67.47,Pietra d'Istria,4.95,3.38,3.35,3.37,FALSE,2.03,2.05,2.1,14,"�Carmini. From next Foscarini palace, whence King Henry III of France and Poland in 1574 admired the so-called ""war of the sticks,"" fought on the bridge subjected. Marsilio from the Cross, in his ""History of the public et Vinegia famous entry into the most serene Henry III, King of France and Poland,"" says that, having to do such a war, ""there you wanted to find his Majesty, as he had wanted more times , to enjoy yet this other entertainment and amusement, and was reduced later on with them princes and lords in the house of Jacomo clarissimo Foscarini, Ambassador, by the bridge. Announcement was made immediately, otherwise the galley, that all those who montassero on the bridge before the tips cut off to 'their sticks, and on pain of death to those who pulled stones, put his hand to arms, and does cause some turmoil, or other disadvantages, such as other times it's happened, and the captains, the orders of their masters, they were armed guard to prevent all scandals. His Majesty shewn see the windows, which were apparate cloths of gold with its pillows of the same, comparsero in the field by one o'clock side and the other by about two hundred fighters ... and there mounted above the said bridge, two by two, now a part, now the other to make the exhibition, then only just began to pull alquanti shots until much later that clung to the whole frotta, that lasted more than half an hour, scacciandosi now one, now et others down the bridge, and sometimes down again, lowering his adversaries that he had been driven out, giving himself several times the charge in droves different one o'clock side and the other, and also sometimes remaining patrons of the bridge, the result that his Majesty saw this great battle, and enjoyed with its great taste and amusement, which could very well for the beautiful droves that you'll eventually did, and for the great multitude of the combatants fell in the plunging many on the ground, and others rushed in various ways in the water on both sides ... et in gratitude that they had diportati much, they were all winners, giving himself to both parties for a hundred and fifty ducats, and twenty-five of cooling, such as money spent them the one and the other parties in doing dances, hunts for bulls , artificali fires, and others of similar entertainments, each part in its sestiero. "" The quoted Giacomo Foscarini, who hosted in 1574 King Henry III, was brave general and sea, who died in 1602, had a splendid monument in the church of the Carmine. This line of Foscarini went extinct in the prosecutor Pietro, who died in 1745, whose widow Elizabeth Corner gave 3 August 1749 in his palace of the Carmine a wonderful dance party, with music and songs, the most serene family of Modena. This party was represented in an engraving of Filosi.Abbiamo by reporters that the family Foscarini, from which other between our ways appealed, came from Altino, or from Padua, in the year 867, and which formerly was called Cobeschini, but the way change name in 1297, an era in which it remained the Council. He produced various famous people. Evokes compassion the fact of a Antonio, out of this family, which, attending night the English house of the Countess Anne of Arundel, and accused of having secret talks there seize foreign diplomats, was strangled in prison in 1622, but afterwards he was declared innocent. From the same family came in the next century Marco, very learned librarian of the Marciana, built in 1762 to the ducal dignity, which in the palace of the Carmine, which, by inheritance, had passed in his line, he picked up a rich treasure of chronicles homelands. Although you do not possess that the first part of his ""History of Literature Veneziana ', it alone is sufficient to make us know the immensity of his talent and his cognizioni.Il"" Bridge Foscarini �Carmini was called also"" the Guori. "" View Carmine (Field, Rio.",5.22,5.1,420,FALSE,FALSE,45.4338714,5.14,12.3217076,3,Trachite,FALSE,2.03,0.55,0,4.41,DD,,1,8,2,8,0,3,2,4,4,,,,0,0.35,0.35,Buone,Medie,Ottime,Ottime,Buone,Mattoni e Pietra d'Istria,3,6.39,,0,1.23,1.27,1.39,1.27,1.45,0.68,0.69,0.71,0.7,0.72,MARG,DD,12.97,55,Trachite,2.42,,73.6,22.62,FALSE,0.58,0.57,0.68,0.73,-0.05,13:45,16,61.34,38.72,3,Piena,0,27,4.4,27,0,0
Point (12.32051970000000019 45.43505079999999907),Ponte dei Ragusei,FALSE,372,Dorsoduro,Dorsoduro,1.87,44,43,0,RAGUSE,72dcc032-3ad5-5dc4-24ec-b56d95712c7d,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4350508,12.3205197,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.56,0.99,7,RAGUSE,Rio del Tentor,10.47,0.29,1,3,6,2,Metallo,6,FALSE,,04-Mar-00,,Medie,21.76,Mattoni,2.05,3.64,3.66,3.65,FALSE,2.56,2.54,2.57,14,"�Carmini. Refers to the Code 351, Class VII of Marciana, the family came to Dubrovnik Ragusi, and that was ""to Carmini in the street called the people of Dubrovnik. This was m. Giorgio famous d.r and let.r in Padua. "" We observe, however, that from 1319 until a ""Marin Dubrovnik Marcer,"" brother of the school of St. Maria della Misericordia, was domiciled in the district of the Angel Raphael, in which the ""Calle"" and the ""Bridge of Ragusei"" were subjects.",4.78,4.72,409,FALSE,FALSE,45.4350508,3.51,12.3205197,8,Asfalto,FALSE,2.54,0.29,0,1.91,DD,"Iscrizione nel centro degli archi: ""1854"". Iscrizione nei corrimano: ""FONDERIA COLLALTO MESTRE"".",1,9,2,9,0,3,0,1,1,,,,0,0,0,Buone,,Cattive,Cattive,Ottime,Metallo,4,4.12,,0,1.26,1.29,1.32,1.3,1.33,0.97,0.98,1,0.97,1.02,TENT1,DD,10.47,40,Asfalto,0.75,,23.5,6.56,FALSE,0.31,0.33,0.32,0.31,0.19,12:25,18,20.03,13.46,8,Vuoto Decorato,0,7,1.87,7,0,0
Point (12.32007330000000067 45.43481830000000343),Ponte Rosso,FALSE,373,Dorsoduro,Dorsoduro,3.27,44,43,0,ROSSO,213fcd8b-7092-011f-8489-287833a9a105,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4348183,12.3200733,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,2.46,0.79,4,ROSSO,Rio del Tentor,12.77,0.53,2,3,19,4,Pietra d'Istria,2,FALSE,,04-Mar-00,,Ottime,55.76,Pietra d'Istria,4,3.58,3.56,3.56,FALSE,2.44,2.44,2.5,14,"�Carmini. The ""Red Bridge"" glue subsequent foundation acquired its name from the primitive color of the walls. Other bridges of Venice had for the same cause the same appellation.",6,7.85,386,FALSE,FALSE,45.4348183,4.98,12.3200733,3,Trachite,FALSE,2.44,0.53,0,3.92,DD,,1,8,2,10,0,4,0,4,4,,,,0,1.4,1.2,Ottime,,Ottime,Ottime,Ottime,Metallo e Pietra d'Istria,4,4.17,,0,1.32,1.36,1.51,1.36,1.5,0.79,0.77,0.79,0.79,0.79,TENT1,DD,10.17,49,Trachite,1.6,,66.4,16.28,FALSE,0.59,0.57,0.72,0.71,0.24,12:05,18,45.13,28.84,3,Vuoto Decorato,0,4,3.27,4,0,0
Point (12.3173332999999996 45.43467729999999705),Ponte de la Madona,FALSE,378,Dorsoduro,Dorsoduro,1.85,44,45,0,MADONA,687cf758-47f1-b33a-8760-a38736c4976b,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4346773,12.3173333,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,3.6,0.92,13,MADONA,Rio del Tentor,12.35,0.3,13,2,4,0,Legno,4,FALSE,,04-Mar-00,,,30.32,Vuoto,2.1,4.34,4.34,4.34,FALSE,3.6,3.6,3.6,15,". Marco Tiberio da Parma, general of the Humiliated, erected about half of the fourteenth century, a church dedicated to St. Christopher with the adjacent convent. This church was later known as the Madonna of the Garden, or St. Maria odorifera, avendosi placed in it in 1377, an image of B. V. who was in a neighboring orchard. Threatening to fall in 1399, the M. C. awarded 200 gold ducats for rifabbricarla. The shameful vices to which s'abbandonarono in the fifteenth century forced the Humiliated, on request of the Government, Pope Pius II to expel them from their convent, and surrogarvi the Congregation of secular canons of St. Giorgio in Alga. Entrovvi this in 1462, and was confirmed in possession of the year 1473. He planned to rebuild the convent and the church, which we see today. And 'likely, however, that at that time you would leave intact the old facade, built by Tiberio da Parma. The secular canons were suppressed in 1668, and the convent of Our Lady of the Garden he bought in 1669 by the Congregation of the Cistercian monks, known as Lombardy, who lived in the monastery of St. ruinous Antonio di Torcello. But then, in 1787, also dismissed the Cistercians, the church came under the patronage of the public, setting uffiziarla to a rector and some priests. In 1810 it was declared oratory of S. Martial, and in 1841 the Austrian government ordered them at his own expense a general renovations, but to which, if we except the work of the facade, operated in 1845, they did not give in 1855. After that time the church cedevasi the military, which made storage of straw, so you catch it again only in 1864 the renovations, which ended in 1869. For some years it was made to replace the parish church of St. Marziale.Alla Our Lady of the Good lived Bartholomew, the architect of the so-called ""Porta della Carta"" in the Palazzo Ducale. We find in fact referred to as' master Bortolo tajapiera to Our Lady of the Garden. "" He was the son of John q. Bertuccio, whom he tested John March 25, 1442 in acts Tomaso Pavoni, ordering tomb ""ante introitum ecclesiae S. Mariae ab horto, sive S. Christophori. ""On the 'Foundation Lady of the Garden,"" in the Palazzo Bartolini, a fierce fire broke out Aug. 28, 1738. This palace was formed by the family Gerardi-Zecchini hill houses bought by Roberti in 1581, belonged then to Muti, and the Hospital of the Beggars, and finally to the Bartolini. Here lived Horace Bartolini, who was elected Grand Chancellor May 7, 1746. On the same ground scorgesi the palace Patarol, inherited in the past century by Rizzo, the memory of which also existed in more ancient times this location in the ""Sottoportico,"" and ""Sottoportico According to Rizzo,"" now disappeared. The Rizzo, who had grave in the church of Our Lady of the Garden, were ascribed to the nobility of Padua in 1689, and embellished in 1781 by the Republic of title of count. They died out in 1833. The garden attached to their building of Our Lady of the Garden was visited in 1815 by Emperor Francis I of Austria, and Lazzari Costantini, successive proprietors of vague adornossi cave meets the Lagoon.",4.15,5.15,395,FALSE,FALSE,45.4346773,6.85,12.3173333,4,Legno,FALSE,3.6,0.3,0,1.84,DD,Primi tre gradini a Sud e primo a Nord in trachite e alzata in pietra d'Istria.,3,9,2,12,0,3,0,2,2,,,,0,3.1,3.6,Buone,,Medie,Medie,Buone,Legno,3,1.57,,0,1.22,1.22,1.22,1.22,1.22,0.92,0.92,0.92,0.92,0.92,TENT2,DD,5.65,38,Legno,0.7,,33.2,12.67,FALSE,0.3,0.3,0.3,0.3,0.48,10:20,21,27.44,14.76,4,Vuoto Geometrico,0,13,1.85,13,0,0
